model,trial,truth_sine_covariance,rb_normalized_estimate,ramsey_estimate
reset,60,0.0,0.15576796644315943,0.08049623984990158
reset,61,0.0,-0.045158566452386806,-0.04615699587844488
reset,62,0.0,-0.02025550181471457,-0.04112327755905512
reset,63,0.0,-0.03274271807332677,0.036500945804625984
reset,64,0.0,0.0005428284171998027,-0.06495966873769685
reset,65,0.0,0.10957997239480807,0.08635465366633858
reset,66,0.0,0.002525990403543307,0.0698617049089567
reset,67,0.0,0.024247777743602365,0.046538585752952756
reset,68,0.0,-0.06715501199557086,0.010858490711122047
reset,69,0.0,-0.11102030596395178,-0.038449264886811024
reset,70,0.0,0.11866315706508365,0.06637933686023623
reset,71,0.0,-0.07523904635211615,0.05732979361466536
reset,72,0.0,0.012783501091904528,0.012789508489173228
reset,73,0.0,0.011031744048351378,0.005881482221948819
reset,74,0.0,-0.0008326252614419291,-0.028110774483267716
reset,75,0.0,-0.030597356360728346,-0.0039331631397637795
reset,76,0.0,0.0503965362789124,-0.008529542937992126
reset,77,0.0,-0.09338595172551672,-0.02598175289124016
reset,78,0.0,-0.04773646076833169,0.04993252491387795
reset,79,0.0,-0.047768900713582675,-0.08137860636072834
reset,80,0.0,-0.017883060485359252,0.013068251722440945
reset,81,0.0,-0.04113385057824803,-0.003733236958661417
reset,82,0.0,-0.0448363296628937,0.013244148314468504
reset,83,0.0,0.09969011441929135,0.019545667753444882
reset,84,0.0,-0.011085810623769687,-0.00117552749753937
reset,85,0.0,0.06261774498646654,0.005982406496062992
reset,86,0.0,-0.0072059931717519685,0.041670191006397635
reset,87,0.0,0.06810442105991635,-0.046299251045767716
reset,88,0.0,-0.013170617771899606,0.03779854361466536
reset,89,0.0,0.026129294568159447,-0.007852869709645669
reset,90,0.0,-0.029332198495939963,-0.036321204478346455
reset,91,0.0,0.10701072873093011,0.007403035802165355
reset,92,0.0,-0.0020047886165108267,0.024069958784448817
reset,93,0.0,-0.05820807509534941,-0.00894285187007874
reset,94,0.0,-0.16032253475639763,-0.028213621124507874
reset,95,0.0,-0.05736679918184055,0.0049174151082677165
reset,96,0.0,-0.005655363788754922,0.0111083984375
reset,97,0.0,-0.05104533518393209,-0.024383304625984252
reset,98,0.0,0.15970185047059549,0.0261595718503937
reset,99,0.0,0.027647484005905512,0.0372314453125
reset,100,0.0,-0.013605313038262795,-0.05696838859498032
reset,101,0.0,-0.052368884950172244,-0.023019385150098423
reset,102,0.0,-0.09943708284633365,-0.013147068774606299
reset,103,0.0,-0.12410009188914861,-0.07396980345718504
reset,104,0.0,-0.061160110113188976,-0.08956020084891732
reset,105,0.0,0.061036838321235236,0.055814968319389764
reset,106,0.0,0.01981648122231791,-0.04051292599655512
reset,107,0.0,-0.020186296598179134,0.03181037001722441
reset,108,0.0,0.04130902628260334,-0.04286301980807087
reset,109,0.0,-0.03825967142901082,-0.04407795583169291
reset,110,0.0,-0.04806302288385827,-0.004334937869094488
reset,111,0.0,-0.1623705766332431,-0.01653812438484252
reset,112,0.0,-0.02771452655942421,0.02626337967519685
reset,113,0.0,-0.00644041046382874,0.006920521653543307
reset,114,0.0,0.08683092012180119,-0.011341004859744094
